Well_Name,X-world_coor[m],Y-world_coord[m],Start_Time[day],Stop_Time[day],Rate[m^3/d],Number_of_Screen,Screen_Top1[m],Screen_Bot1[m]
1002-P_99,2.9223796E+05,9.1041228E+06,0.0000000E+00,1.0000000E+00,-2.9000000E+01,1,-6.3983997E+01,-1.9933318E+02
1065-P_99,2.9180529E+05,9.1056151E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-4.9784684E+01,-1.8652967E+02
1161-P_99,2.9225397E+05,9.1041502E+06,0.0000000E+00,1.0000000E+00,-2.0000000E+01,1,-6.2895796E+01,-1.9932800E+02
1318-P_99,2.9247439E+05,9.1046895E+06,0.0000000E+00,1.0000000E+00,-1.5000000E+01,1,-7.3694808E+01,-1.9817538E+02
1387-P_99,2.9193745E+05,9.1054862E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-4.3173667E+01,-1.8526899E+02
1389-P_99,2.9234425E+05,9.1052195E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-4.0695748E+01,-1.8591425E+02
1414-P_99,2.9220023E+05,9.1058251E+06,0.0000000E+00,1.0000000E+00,-5.8800000E+01,1,-3.1023620E+01,-1.8626236E+02
1551-P_00,2.9185495E+05,9.1056754E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-4.4275470E+01,-1.8588748E+02
1580-P_00,2.9238358E+05,9.1047263E+06,0.0000000E+00,1.0000000E+00,-4.3000000E+01,1,-6.6979279E+01,-1.9635604E+02
1832-P_00,2.9233392E+05,9.1047374E+06,0.0000000E+00,1.0000000E+00,-5.0000000E+01,1,-6.6979279E+01,-1.9635604E+02
1833-P_00,2.9227772E+05,9.1043101E+06,0.0000000E+00,1.0000000E+00,-5.0000000E+01,1,-6.5215500E+01,-1.9933901E+02
1926-P_01,2.9246298E+05,9.1046397E+06,0.0000000E+00,1.0000000E+00,-5.0000000E+01,1,-7.3185260E+01,-1.9937722E+02
1930-P_01,2.9174973E+05,9.1045934E+06,0.0000000E+00,1.0000000E+00,-3.6000000E+01,1,-4.1347051E+01,-1.9476674E+02
1942-P_01,2.9173661E+05,9.1054414E+06,0.0000000E+00,1.0000000E+00,-5.0000000E+01,1,-5.0739556E+01,-1.8777193E+02
195-P_98,2.9228700E+05,9.1043150E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-6.5215500E+01,-1.9933901E+02
2019-P_01,2.9254743E+05,9.1043215E+06,0.0000000E+00,1.0000000E+00,-8.0000000E+01,1,-7.6711685E+01,-1.9939372E+02
2048-P_01,2.9237144E+05,9.1042629E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-7.4308586E+01,-1.9938232E+02
216-P_98,2.9245880E+05,9.1048474E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.2851242E+01,-1.9241657E+02
2353-P_02,2.9240103E+05,9.1047930E+06,0.0000000E+00,1.0000000E+00,-5.0000000E+01,1,-6.6979279E+01,-1.9635604E+02
2356-P_02,2.9232310E+05,9.1043774E+06,0.0000000E+00,1.0000000E+00,-2.4500000E+01,1,-6.8371249E+01,-1.9935401E+02
2423-P_02,2.9222600E+05,9.1054190E+06,0.0000000E+00,1.0000000E+00,-5.0500000E+01,1,-3.7302490E+01,-1.8377903E+02
2498-P_02,2.9235000E+05,9.1040450E+06,0.0000000E+00,1.0000000E+00,-8.0000000E+00,1,-2.6983200E-01,-6.9401912E+01
2592-P_03,2.9231279E+05,9.1046728E+06,0.0000000E+00,1.0000000E+00,-2.7500000E+01,1,-6.8399593E+01,-1.9935435E+02
2618-P_03,2.9234900E+05,9.1042550E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-6.5215500E+01,-1.9933901E+02
2697-P_03,2.9246688E+05,9.1044584E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-7.3768542E+01,-1.9937970E+02
2699-P_03,2.9247689E+05,9.1045926E+06,0.0000000E+00,1.0000000E+00,-1.2000000E+01,1,-7.5981969E+01,-1.9939035E+02
2765-P_03,2.9244033E+05,9.1049008E+06,0.0000000E+00,1.0000000E+00,-4.3200000E+01,1,-6.9312788E+01,-1.9201522E+02
2766-P_03,2.9247010E+05,9.1050853E+06,0.0000000E+00,1.0000000E+00,-3.5200000E+01,1,-5.0906454E+01,-1.8863254E+02
2768-P_03,2.9253737E+05,9.1051071E+06,0.0000000E+00,1.0000000E+00,-2.8500000E+01,1,-5.3920709E+01,-1.9006961E+02
2774-P_03,2.9249967E+05,9.1046522E+06,0.0000000E+00,1.0000000E+00,-2.0000000E+01,1,-7.5981969E+01,-1.9939035E+02
2775-P_03,2.9236089E+05,9.1048635E+06,0.0000000E+00,1.0000000E+00,-1.8000000E+01,1,-6.7124751E+01,-1.9119305E+02
2779-P_03,2.9256519E+05,9.1050488E+06,0.0000000E+00,1.0000000E+00,-1.5000000E+01,1,-5.8587680E+01,-1.9083368E+02
2780-P_03,2.9256222E+05,9.1050304E+06,0.0000000E+00,1.0000000E+00,-2.0750000E+01,1,-5.8587680E+01,-1.9083368E+02
2794-P_03,2.9244905E+05,9.1044601E+06,0.0000000E+00,1.0000000E+00,-3.9000000E+01,1,-7.3768542E+01,-1.9937970E+02
2795-P_03,2.9236799E+05,9.1044863E+06,0.0000000E+00,1.0000000E+00,-3.3000000E+01,1,-6.9657552E+01,-1.9936021E+02
2896-P_04,2.9232878E+05,9.1052922E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.0770559E+01,-1.8408433E+02
2925-P_04,2.9223495E+05,9.1040778E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,2.0221820E+00,-6.2060896E+01
3075-P_04,2.9268000E+05,9.1054850E+06,0.0000000E+00,1.0000000E+00,-4.4000000E+01,1,-4.9690943E+01,-1.8797195E+02
3081-P_04,2.9249233E+05,9.1047799E+06,0.0000000E+00,1.0000000E+00,-5.0000000E+00,1,7.6963110E+00,-7.0866364E+01
3103-P_04,2.9225746E+05,9.1040580E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,2.0221820E+00,-6.2060896E+01
3189-P_05,2.9262100E+05,9.1051160E+06,0.0000000E+00,1.0000000E+00,-1.1250000E+01,1,-6.1538415E+01,-1.9228164E+02
3395-P_05,2.9219287E+05,9.1041192E+06,0.0000000E+00,1.0000000E+00,-1.0000000E+01,1,5.7388320E+00,-5.7127365E+01
3418-P_05,2.9259100E+05,9.1050240E+06,0.0000000E+00,1.0000000E+00,-1.5000000E+01,1,-6.6323425E+01,-1.9363048E+02
3435-P_05,2.9234508E+05,9.1043104E+06,0.0000000E+00,1.0000000E+00,-1.3500000E+01,1,-6.8371249E+01,-1.9935401E+02
3507-P_06,2.9234455E+05,9.1046220E+06,0.0000000E+00,1.0000000E+00,-1.7000000E+00,1,-6.8399593E+01,-1.9935435E+02
3510-P_06,2.9254993E+05,9.1050395E+06,0.0000000E+00,1.0000000E+00,-6.3000000E+00,1,-5.8587680E+01,-1.9083368E+02
354-P_98,2.9228359E+05,9.1043654E+06,0.0000000E+00,1.0000000E+00,-5.0000000E+01,1,-6.8371249E+01,-1.9935401E+02
3579-P_06,2.9231575E+05,9.1041399E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-6.2895796E+01,-1.9932800E+02
3602-P_06,2.9187620E+05,9.1050549E+06,0.0000000E+00,1.0000000E+00,-4.5000000E+01,1,-4.1814356E+01,-1.8864420E+02
3649-P_06,2.9256000E+05,9.1049370E+06,0.0000000E+00,1.0000000E+00,-2.6000000E+01,1,-7.4299066E+01,-1.9494307E+02
3692-P_06,2.9189580E+05,9.1041301E+06,0.0000000E+00,1.0000000E+00,-2.1000000E+01,1,-3.8650259E+01,-1.9921280E+02
3943-P_07,2.9219856E+05,9.1042203E+06,0.0000000E+00,1.0000000E+00,-1.3000000E+01,1,6.7814240E+00,-5.3612371E+01
3959-P_07,2.9216300E+05,9.1048380E+06,0.0000000E+00,1.0000000E+00,-6.0000000E+01,1,-5.2570116E+01,-1.9179239E+02
4010-P_07,2.9238291E+05,9.1040770E+06,0.0000000E+00,1.0000000E+00,-1.0000000E+01,1,-2.6983200E-01,-6.9401912E+01
4091-P_07,2.9254408E+05,9.1051339E+06,0.0000000E+00,1.0000000E+00,-5.0000000E+01,1,-5.3920709E+01,-1.9006961E+02
4092-P_07,2.9256215E+05,9.1051114E+06,0.0000000E+00,1.0000000E+00,-5.0000000E+01,1,-5.3920709E+01,-1.9006961E+02
4093-P_07,2.9258576E+05,9.1051167E+06,0.0000000E+00,1.0000000E+00,-2.0000000E+01,1,-5.3920709E+01,-1.9006961E+02
4152-P_07,2.9217884E+05,9.1046094E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.8305422E+01,-1.9930586E+02
4187-P_08,2.9260484E+05,9.1054486E+06,0.0000000E+00,1.0000000E+00,-1.5000000E+01,1,4.2188970E+00,-4.5239300E+01
4270-P_08,2.9243444E+05,9.1044602E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-7.3768542E+01,-1.9937970E+02
4380-P_08,2.9248261E+05,9.1050300E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.8587680E+01,-1.9083368E+02
4397-P_08,2.9172981E+05,9.1055857E+06,0.0000000E+00,1.0000000E+00,-1.0000000E+02,1,-5.1282934E+01,-1.8687119E+02
4451-P_09,2.9228274E+05,9.1045498E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,5.6062370E+00,-6.5537768E+01
4493-P_09,2.9219030E+05,9.1046722E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-6.1065378E+01,-1.9867122E+02
4494-P_09,2.9255841E+05,9.1049968E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-5.8587680E+01,-1.9083368E+02
4711-P_10,2.9238293E+05,9.1053952E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.2695693E+01,-1.8466143E+02
4731-P_10,2.9225397E+05,9.1041502E+06,0.0000000E+00,1.0000000E+00,-1.0000000E+01,1,3.5741790E+00,-6.1212442E+01
4795-P_10,2.9217108E+05,9.1055171E+06,0.0000000E+00,1.0000000E+00,-1.0000000E+01,1,6.5774700E+00,-2.7203447E+01
4796-P_10,2.9213438E+05,9.1055077E+06,0.0000000E+00,1.0000000E+00,-1.0000000E+01,1,6.5774700E+00,-2.7203447E+01
4840-P_10,2.9238319E+05,9.1046762E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.3185260E+01,-1.9937722E+02
486-P_98,2.9245711E+05,9.1045365E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-7.4550891E+01,-1.9938351E+02
4910-P_10,2.9172429E+05,9.1056539E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.9784684E+01,-1.8652967E+02
5062-P_11,2.9164306E+05,9.1056717E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.1770933E+01,-1.8452221E+02
5083-P_11,2.9154030E+05,9.1055142E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-5.1114801E+01,-1.8116184E+02
5097-P_11,2.9189459E+05,9.1056129E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.4275470E+01,-1.8588748E+02
5138-P_11,2.9160439E+05,9.1057578E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.3500847E+01,-1.8138506E+02
5152-P_11,2.9222200E+05,9.1053790E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-3.7302490E+01,-1.8377903E+02
5314-P_12,2.9186217E+05,9.1055713E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.8344248E+01,-1.8641066E+02
5316-P_12,2.9213469E+05,9.1047795E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.2570116E+01,-1.9179239E+02
5462-P_13,2.9172196E+05,9.1055611E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-5.1282934E+01,-1.8687119E+02
5594-P_13,2.9163454E+05,9.1055285E+06,0.0000000E+00,1.0000000E+00,-1.2000000E+02,1,-5.1664322E+01,-1.8615134E+02
5768-P_13,2.9162650E+05,9.1056105E+06,0.0000000E+00,1.0000000E+00,-5.0000000E+00,1,-5.2405221E+01,-1.8420254E+02
629-P_99,2.9226118E+05,9.1042579E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-6.5215500E+01,-1.9933901E+02
637-P_99,2.9228700E+05,9.1044390E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-6.4009555E+01,-1.9933343E+02
707-P_99,2.9267367E+05,9.1054303E+06,0.0000000E+00,1.0000000E+00,-1.0200000E+01,1,-5.0440218E+01,-1.8667082E+02
710-P_99,2.9237445E+05,9.1046415E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.3185260E+01,-1.9937722E+02
849-P_99,2.9182200E+05,9.1057270E+06,0.0000000E+00,1.0000000E+00,-3.0000000E+01,1,-4.1955914E+01,-1.8623708E+02
HRIII_6712,2.9161700E+05,9.1056060E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.2405221E+01,-1.8420254E+02
HRIII_6780,2.9175400E+05,9.1057680E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.1955914E+01,-1.8623708E+02
HRIII_6782,2.9174700E+05,9.1054980E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.0739556E+01,-1.8777193E+02
HRIII_6789,2.9176100E+05,9.1056040E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.1282934E+01,-1.8687119E+02
HRIII_6791,2.9176100E+05,9.1056960E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.9784684E+01,-1.8652967E+02
HRIII_6793,2.9173501E+05,9.1057350E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.7397943E+01,-1.8608992E+02
HRIII_6800,2.9172100E+05,9.1057460E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.7397943E+01,-1.8608992E+02
HRIII_6808,2.9179200E+05,9.1055120E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.8344248E+01,-1.8641066E+02
HRIII_6809,2.9179100E+05,9.1056350E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.9784684E+01,-1.8652967E+02
HRIII_6823,2.9177100E+05,9.1055810E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.1282934E+01,-1.8687119E+02
HRIII_6825,2.9176901E+05,9.1055670E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.1282934E+01,-1.8687119E+02
HRIII_6827,2.9176499E+05,9.1057330E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.1955914E+01,-1.8623708E+02
HRIII_6829,2.9177600E+05,9.1054900E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.8793211E+01,-1.8700750E+02
HRIII_6834,2.9166900E+05,9.1055730E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.2405221E+01,-1.8420254E+02
HRIII_6852,2.9164000E+05,9.1056130E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.2405221E+01,-1.8420254E+02
HRIII_6853,2.9163700E+05,9.1056030E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.2405221E+01,-1.8420254E+02
HRIII_6857,2.9171300E+05,9.1057380E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.7397943E+01,-1.8608992E+02
HRIII_6863,2.9170600E+05,9.1057190E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.1770933E+01,-1.8452221E+02
HRIII_6866,2.9170201E+05,9.1057400E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.7397943E+01,-1.8608992E+02
HRIII_7013,2.9146500E+05,9.1057050E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.3593457E+01,-1.7872535E+02
HRIII_7090,2.9236100E+05,9.1049390E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.8753152E+01,-1.8957998E+02
HRIII_7093,2.9237900E+05,9.1042860E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.4308586E+01,-1.9938232E+02
HRIII_7094,2.9237900E+05,9.1043780E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-6.8371249E+01,-1.9935401E+02
HRIII_7095,2.9237600E+05,9.1051910E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.0695748E+01,-1.8591425E+02
HRIII_7097,2.9237400E+05,9.1053610E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.2695693E+01,-1.8466143E+02
HRIII_7098,2.9236800E+05,9.1049130E+06,0.0000000E+00,1.0000000E+00,-1.0000000E+01,1,9.4167130E+00,-6.4106002E+01
HRIII_7099,2.9236799E+05,9.1042750E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.4308586E+01,-1.9938232E+02
HRIII_7102,2.9236400E+05,9.1045800E+06,0.0000000E+00,1.0000000E+00,-1.0000000E+01,1,2.4572430E+00,-7.0796690E+01
HRIII_7105,2.9235500E+05,9.1044970E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-6.9657552E+01,-1.9936021E+02
HRIII_7108,2.9234900E+05,9.1041930E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-6.9971907E+01,-1.9936171E+02
HRIII_7109,2.9234800E+05,9.1044080E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-6.9657552E+01,-1.9936021E+02
HRIII_7110,2.9233700E+05,9.1046400E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-6.8399593E+01,-1.9935435E+02
HRIII_7112,2.9231999E+05,9.1041010E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-6.9971907E+01,-1.9936171E+02
HRIII_7113,2.9231800E+05,9.1044080E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-6.8371249E+01,-1.9935401E+02
HRIII_7114,2.9243900E+05,9.1047160E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.3694808E+01,-1.9817538E+02
HRIII_7116,2.9240700E+05,9.1050230E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.0906454E+01,-1.8863254E+02
HRIII_7118,2.9243600E+05,9.1048090E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.2851242E+01,-1.9241657E+02
HRIII_7119,2.9243600E+05,9.1054550E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.0293440E+01,-1.8439366E+02
HRIII_7120,2.9243600E+05,9.1054540E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.0293440E+01,-1.8439366E+02
HRIII_7121,2.9243499E+05,9.1055760E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-3.8839877E+01,-1.8440829E+02
HRIII_7122,2.9243500E+05,9.1049400E+06,0.0000000E+00,1.0000000E+00,-1.0000000E+01,1,6.7443110E+00,-5.3273547E+01
HRIII_7123,2.9243500E+05,9.1049560E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.8753152E+01,-1.8957998E+02
HRIII_7124,2.9242700E+05,9.1048210E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.2851242E+01,-1.9241657E+02
HRIII_7126,2.9241000E+05,9.1042550E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.4308586E+01,-1.9938232E+02
HRIII_7127,2.9238700E+05,9.1047980E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-6.6979279E+01,-1.9635604E+02
HRIII_7128,2.9240900E+05,9.1046550E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.3185260E+01,-1.9937722E+02
HRIII_7129,2.9231500E+05,9.1043890E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-6.8371249E+01,-1.9935401E+02
HRIII_7130,2.9240700E+05,9.1049000E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-6.7124751E+01,-1.9119305E+02
HRIII_7132,2.9240500E+05,9.1053920E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-4.2695693E+01,-1.8466143E+02
HRIII_7133,2.9240300E+05,9.1047260E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.3694808E+01,-1.9817538E+02
HRIII_7134,2.9240300E+05,9.1043390E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.3172724E+01,-1.9937687E+02
HRIII_7136,2.9239900E+05,9.1046130E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.3185260E+01,-1.9937722E+02
HRIII_7137,2.9239600E+05,9.1047100E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.3694808E+01,-1.9817538E+02
HRIII_7138,2.9239100E+05,9.1046280E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.3185260E+01,-1.9937722E+02
HRIII_7141,2.9241001E+05,9.1048040E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-7.2851242E+01,-1.9241657E+02
HRIII_7142,2.9220000E+05,9.1055000E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-3.6010598E+01,-1.8386091E+02
HRIII_7144,2.9222400E+05,9.1043280E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.4484494E+01,-1.9928791E+02
HRIII_7146,2.9222300E+05,9.1040280E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-6.3983997E+01,-1.9933318E+02
HRIII_7148,2.9222000E+05,9.1043350E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.4484494E+01,-1.9928791E+02
HRIII_7149,2.9222000E+05,9.1042690E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.4484494E+01,-1.9928791E+02
HRIII_7150,2.9222000E+05,9.1055750E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-3.6010598E+01,-1.8386091E+02
HRIII_7153,2.9222400E+05,9.1047150E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-6.1065378E+01,-1.9867122E+02
HRIII_7154,2.9220800E+05,9.1053870E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-3.7302490E+01,-1.8377903E+02
HRIII_7155,2.9222600E+05,9.1042850E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.4484494E+01,-1.9928791E+02
HRIII_7158,2.9219600E+05,9.1042850E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.4484494E+01,-1.9928791E+02
HRIII_7159,2.9219000E+05,9.1043200E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.4484494E+01,-1.9928791E+02
HRIII_7160,2.9218400E+05,9.1040790E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.7146836E+01,-1.9930059E+02
HRIII_7163,2.9217700E+05,9.1041420E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.3631229E+01,-1.9928387E+02
HRIII_7164,2.9216900E+05,9.1053730E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-3.9175410E+01,-1.8380464E+02
HRIII_7167,2.9221900E+05,9.1041950E+06,0.0000000E+00,1.0000000E+00,-1.0000000E+01,1,6.7814240E+00,-5.3612371E+01
HRIII_7168,2.9225700E+05,9.1043160E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.4484494E+01,-1.9928791E+02
HRIII_7171,2.9229400E+05,9.1041790E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-6.2895796E+01,-1.9932800E+02
HRIII_7173,2.9229100E+05,9.1044130E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-5.8741847E+01,-1.9930820E+02
HRIII_7174,2.9228700E+05,9.1044700E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-6.4009555E+01,-1.9933343E+02
HRIII_7175,2.9228200E+05,9.1051810E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-3.8587481E+01,-1.8475182E+02
HRIII_7178,2.9226000E+05,9.1055500E+06,0.0000000E+00,1.0000000E+00,-4.0000000E+01,1,-3.6010598E+01,-1.8386091E+02
