Well_Name,X-world_coor[m],Y-world_coord[m],Start_Time[day],Stop_Time[day],Rate[m^3/d],Number_of_Screen,Screen_Top1[m],Screen_Bot1[m]
VAZAR1387,2.9233200E+05,9.1043563E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,1.6541460E+00,-6.6806724E+01
VAZAR1388,2.9242813E+05,9.1043287E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,1.6412900E-01,-7.1703058E+01
VAZAR1389,2.9252425E+05,9.1043012E+06,0.0000000E+00,1.0000000E+00,-5.0924980E+00,1,-1.2247410E+00,-7.5313920E+01
VAZAR1449,2.9115092E+05,9.1045909E+06,0.0000000E+00,1.0000000E+00,-4.7746000E-02,1,7.3642460E+00,-1.8641048E+01
VAZAR1450,2.9124705E+05,9.1045634E+06,0.0000000E+00,1.0000000E+00,-1.4288950E+00,1,7.4882790E+00,-1.8076949E+01
VAZAR1453,2.9153543E+05,9.1044807E+06,0.0000000E+00,1.0000000E+00,-2.0914900E-01,1,6.3782470E+00,-2.3950569E+01
VAZAR1454,2.9163155E+05,9.1044531E+06,0.0000000E+00,1.0000000E+00,-2.6235600E-01,1,6.3814510E+00,-2.7241949E+01
VAZAR1455,2.9172768E+05,9.1044256E+06,0.0000000E+00,1.0000000E+00,-6.3794600E+00,1,6.5135170E+00,-3.0868811E+01
VAZAR1456,2.9182381E+05,9.1043980E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.9251420E+00,-3.4034385E+01
VAZAR1457,2.9191993E+05,9.1043704E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.8302080E+00,-3.4402276E+01
VAZAR1458,2.9201606E+05,9.1043429E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.0159900E+00,-4.1989517E+01
VAZAR1459,2.9211218E+05,9.1043153E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.5586650E+00,-4.6633579E+01
VAZAR1460,2.9220831E+05,9.1042877E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,5.4976450E+00,-5.4466262E+01
VAZAR1461,2.9230444E+05,9.1042602E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,2.7311780E+00,-6.3583989E+01
VAZAR1462,2.9240056E+05,9.1042326E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,-7.3700800E-01,-7.2860161E+01
VAZAR1463,2.9249669E+05,9.1042050E+06,0.0000000E+00,1.0000000E+00,-3.7640760E+00,1,-1.3519070E+00,-7.5540897E+01
VAZAR1523,2.9112336E+05,9.1044948E+06,0.0000000E+00,1.0000000E+00,-3.8630110E+00,1,8.2076330E+00,-1.8007239E+01
VAZAR1524,2.9121948E+05,9.1044672E+06,0.0000000E+00,1.0000000E+00,-7.2756980E+00,1,7.9773280E+00,-1.7465082E+01
VAZAR1525,2.9131561E+05,9.1044397E+06,0.0000000E+00,1.0000000E+00,-6.1088700E-01,1,7.7070290E+00,-1.6864839E+01
VAZAR1529,2.9170012E+05,9.1043294E+06,0.0000000E+00,1.0000000E+00,-1.8595070E+00,1,7.0596360E+00,-2.7264973E+01
VAZAR1530,2.9179624E+05,9.1043019E+06,0.0000000E+00,1.0000000E+00,-6.6980540E+00,1,6.7360640E+00,-3.1394078E+01
VAZAR1531,2.9189237E+05,9.1042743E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.6837680E+00,-3.9814600E+01
VAZAR1532,2.9198849E+05,9.1042467E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.1436320E+00,-4.0496239E+01
VAZAR1533,2.9208462E+05,9.1042192E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,8.0181440E+00,-4.7057451E+01
VAZAR1534,2.9218075E+05,9.1041916E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.7814240E+00,-5.3612371E+01
VAZAR1535,2.9227687E+05,9.1041640E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,3.5741790E+00,-6.1212442E+01
VAZAR1536,2.9237300E+05,9.1041365E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,1.0294790E+00,-6.8431608E+01
VAZAR1537,2.9246912E+05,9.1041089E+06,0.0000000E+00,1.0000000E+00,-4.1593620E+00,1,-9.2153800E-01,-7.4829550E+01
VAZAR1597,2.9109579E+05,9.1043987E+06,0.0000000E+00,1.0000000E+00,-7.1129480E+00,1,8.6243140E+00,-1.7203000E+01
VAZAR1598,2.9119192E+05,9.1043711E+06,0.0000000E+00,1.0000000E+00,-5.3373360E+00,1,7.8509090E+00,-1.6801237E+01
VAZAR1599,2.9128805E+05,9.1043436E+06,0.0000000E+00,1.0000000E+00,-3.6660000E-03,1,6.7456050E+00,-1.6236172E+01
VAZAR1602,2.9157643E+05,9.1042609E+06,0.0000000E+00,1.0000000E+00,-3.2100000E-03,1,6.1980300E+00,-1.9206814E+01
VAZAR1604,2.9176868E+05,9.1042057E+06,0.0000000E+00,1.0000000E+00,-6.2070000E-02,1,6.2036320E+00,-2.7366257E+01
VAZAR1605,2.9186480E+05,9.1041782E+06,0.0000000E+00,1.0000000E+00,-3.4107740E+00,1,7.1131790E+00,-3.8611278E+01
VAZAR1606,2.9196093E+05,9.1041506E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.7498100E+00,-4.2460712E+01
VAZAR1607,2.9205706E+05,9.1041230E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.5870830E+00,-5.2124775E+01
VAZAR1608,2.9215318E+05,9.1040955E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,5.7388320E+00,-5.7127365E+01
VAZAR1609,2.9224931E+05,9.1040679E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,2.0221820E+00,-6.2060896E+01
VAZAR1610,2.9234544E+05,9.1040404E+06,0.0000000E+00,1.0000000E+00,-6.6111820E+00,1,-2.6983200E-01,-6.9401912E+01
VAZAR265,2.9161653E+05,9.1062147E+06,0.0000000E+00,1.0000000E+00,-8.2399790E+00,1,8.2573400E-01,-2.7697529E+01
VAZAR266,2.9171266E+05,9.1061871E+06,0.0000000E+00,1.0000000E+00,-2.5198000E-02,1,6.9534000E-02,-2.6753966E+01
VAZAR273,2.9238554E+05,9.1059942E+06,0.0000000E+00,1.0000000E+00,-1.6525050E+00,1,7.4907300E+00,-3.2502455E+01
VAZAR274,2.9248166E+05,9.1059666E+06,0.0000000E+00,1.0000000E+00,-8.9233910E+00,1,6.7499770E+00,-3.3861548E+01
VAZAR275,2.9257779E+05,9.1059391E+06,0.0000000E+00,1.0000000E+00,-1.4148076E+01,1,4.9650610E+00,-3.5682700E+01
VAZAR276,2.9267392E+05,9.1059115E+06,0.0000000E+00,1.0000000E+00,-1.4370243E+01,1,3.5133450E+00,-3.7452776E+01
VAZAR277,2.9277004E+05,9.1058839E+06,0.0000000E+00,1.0000000E+00,-1.4370243E+01,1,2.8902110E+00,-3.9116176E+01
VAZAR278,2.9286617E+05,9.1058564E+06,0.0000000E+00,1.0000000E+00,-1.4370243E+01,1,1.1850570E+00,-3.4703882E+01
VAZAR279,2.9296230E+05,9.1058288E+06,0.0000000E+00,1.0000000E+00,-1.4370243E+01,1,-3.7241200E-01,-3.5118686E+01
VAZAR280,2.9305842E+05,9.1058012E+06,0.0000000E+00,1.0000000E+00,-7.3822120E+00,1,-1.1984630E+00,-3.5898029E+01
VAZAR343,2.9195446E+05,9.1059420E+06,0.0000000E+00,1.0000000E+00,-9.6039000E-02,1,8.1323080E+00,-2.6654539E+01
VAZAR344,2.9205059E+05,9.1059145E+06,0.0000000E+00,1.0000000E+00,-3.5206630E+00,1,7.9861630E+00,-2.5995637E+01
VAZAR345,2.9214672E+05,9.1058869E+06,0.0000000E+00,1.0000000E+00,-5.9470540E+00,1,7.6337600E+00,-3.0863049E+01
VAZAR346,2.9224284E+05,9.1058594E+06,0.0000000E+00,1.0000000E+00,-7.6474200E+00,1,7.5841600E+00,-3.0989454E+01
VAZAR347,2.9233897E+05,9.1058318E+06,0.0000000E+00,1.0000000E+00,-1.0023992E+01,1,7.8884110E+00,-3.2093989E+01
VAZAR348,2.9243510E+05,9.1058042E+06,0.0000000E+00,1.0000000E+00,-1.0228061E+01,1,8.1941850E+00,-3.3998185E+01
VAZAR349,2.9253122E+05,9.1057767E+06,0.0000000E+00,1.0000000E+00,-1.0228061E+01,1,7.6730610E+00,-3.8535070E+01
VAZAR350,2.9262735E+05,9.1057491E+06,0.0000000E+00,1.0000000E+00,-1.0228061E+01,1,6.1724480E+00,-4.1600909E+01
VAZAR351,2.9272347E+05,9.1057215E+06,0.0000000E+00,1.0000000E+00,-1.0228061E+01,1,3.8917740E+00,-3.9332643E+01
VAZAR352,2.9281960E+05,9.1056940E+06,0.0000000E+00,1.0000000E+00,-1.0228061E+01,1,2.0375500E+00,-4.1119763E+01
VAZAR353,2.9291573E+05,9.1056664E+06,0.0000000E+00,1.0000000E+00,-1.0228061E+01,1,4.6470900E-01,-4.2623595E+01
VAZAR354,2.9301185E+05,9.1056388E+06,0.0000000E+00,1.0000000E+00,-5.4118530E+00,1,-1.0763860E+00,-4.2742021E+01
VAZAR416,2.9182519E+05,9.1058540E+06,0.0000000E+00,1.0000000E+00,-3.6926000E-02,1,8.4579010E+00,-3.1410867E+01
VAZAR417,2.9192132E+05,9.1058264E+06,0.0000000E+00,1.0000000E+00,-4.5978390E+00,1,7.9198250E+00,-2.9782273E+01
VAZAR418,2.9201745E+05,9.1057989E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.5771130E+00,-3.2946978E+01
VAZAR419,2.9211357E+05,9.1057713E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.4083950E+00,-3.1968114E+01
VAZAR420,2.9220970E+05,9.1057438E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.2393260E+00,-3.1594163E+01
VAZAR421,2.9230582E+05,9.1057162E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.4547310E+00,-3.1949600E+01
VAZAR422,2.9240195E+05,9.1056886E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.5455070E+00,-3.3690237E+01
VAZAR423,2.9249808E+05,9.1056611E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.0687420E+00,-3.8393402E+01
VAZAR424,2.9259420E+05,9.1056335E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.3127460E+00,-3.8634296E+01
VAZAR425,2.9269033E+05,9.1056059E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,4.6137570E+00,-4.2691470E+01
VAZAR426,2.9278645E+05,9.1055784E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,2.2104410E+00,-4.5419263E+01
VAZAR427,2.9288258E+05,9.1055508E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,-4.7786000E-02,-4.6874668E+01
VAZAR428,2.9297871E+05,9.1055232E+06,0.0000000E+00,1.0000000E+00,-3.6885740E+00,1,-1.0541400E+00,-4.7900397E+01
VAZAR489,2.9170150E+05,9.1057855E+06,0.0000000E+00,1.0000000E+00,-5.8825900E-01,1,8.4048170E+00,-4.1129456E+01
VAZAR490,2.9179763E+05,9.1057579E+06,0.0000000E+00,1.0000000E+00,-4.7015280E+00,1,7.8488680E+00,-3.5938649E+01
VAZAR491,2.9189376E+05,9.1057303E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.1890940E+00,-3.8377739E+01
VAZAR492,2.9198988E+05,9.1057028E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.9429080E+00,-3.5230801E+01
VAZAR493,2.9208601E+05,9.1056752E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.8758960E+00,-3.3591400E+01
VAZAR494,2.9218213E+05,9.1056476E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.7353910E+00,-3.2951078E+01
VAZAR495,2.9227826E+05,9.1056201E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.0907980E+00,-3.3359300E+01
VAZAR496,2.9237439E+05,9.1055925E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.6770210E+00,-2.8790288E+01
VAZAR497,2.9247051E+05,9.1055649E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.2178560E+00,-3.2648682E+01
VAZAR498,2.9256664E+05,9.1055374E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,5.9086080E+00,-3.6849746E+01
VAZAR499,2.9266276E+05,9.1055098E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,3.9507120E+00,-4.5030804E+01
VAZAR500,2.9275889E+05,9.1054822E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,1.4797140E+00,-4.9753922E+01
VAZAR501,2.9285502E+05,9.1054547E+06,0.0000000E+00,1.0000000E+00,-7.1285950E+00,1,-3.5207700E-01,-5.0875766E+01
VAZAR562,2.9157781E+05,9.1057169E+06,0.0000000E+00,1.0000000E+00,-4.8422760E+00,1,8.2346670E+00,-4.6068150E+01
VAZAR563,2.9167394E+05,9.1056893E+06,0.0000000E+00,1.0000000E+00,-6.9220750E+00,1,7.5782460E+00,-4.4786360E+01
VAZAR564,2.9177007E+05,9.1056618E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.2477760E+00,-4.2912984E+01
VAZAR565,2.9186619E+05,9.1056342E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.8586810E+00,-3.7189512E+01
VAZAR566,2.9196232E+05,9.1056066E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.0477450E+00,-3.1637119E+01
VAZAR567,2.9205844E+05,9.1055791E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.9523690E+00,-2.8726388E+01
VAZAR568,2.9215457E+05,9.1055515E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.5774700E+00,-2.7203447E+01
VAZAR569,2.9225070E+05,9.1055239E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.2498420E+00,-2.8494065E+01
VAZAR570,2.9234682E+05,9.1054964E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,5.9917610E+00,-2.9771027E+01
VAZAR571,2.9244295E+05,9.1054688E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.0258850E+00,-3.3273589E+01
VAZAR572,2.9253908E+05,9.1054413E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,5.8165320E+00,-3.9790990E+01
VAZAR573,2.9263520E+05,9.1054137E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,4.2188970E+00,-4.5239300E+01
VAZAR574,2.9273133E+05,9.1053861E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,1.2720010E+00,-5.1727824E+01
VAZAR575,2.9282745E+05,9.1053586E+06,0.0000000E+00,1.0000000E+00,-6.3901950E+00,1,-1.0229710E+00,-5.4664663E+01
VAZAR636,2.9155025E+05,9.1056208E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.7467420E+00,-4.5330961E+01
VAZAR637,2.9164638E+05,9.1055932E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.0166840E+00,-4.5021482E+01
VAZAR638,2.9174250E+05,9.1055656E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.5200550E+00,-4.4128568E+01
VAZAR639,2.9183863E+05,9.1055381E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.6039000E+00,-4.0996117E+01
VAZAR640,2.9193475E+05,9.1055105E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.7883480E+00,-3.5118783E+01
VAZAR641,2.9203088E+05,9.1054829E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.6769410E+00,-3.0549476E+01
VAZAR642,2.9212701E+05,9.1054554E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.5191310E+00,-2.8687556E+01
VAZAR643,2.9222313E+05,9.1054278E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.6105680E+00,-2.8785149E+01
VAZAR644,2.9231926E+05,9.1054003E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.3785020E+00,-3.2342129E+01
VAZAR645,2.9241539E+05,9.1053727E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.0261890E+00,-3.5026195E+01
VAZAR646,2.9251151E+05,9.1053451E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,5.1897730E+00,-4.0574372E+01
VAZAR647,2.9260764E+05,9.1053176E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,2.9563810E+00,-4.6107277E+01
VAZAR648,2.9270376E+05,9.1052900E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,1.6671870E+00,-4.9817803E+01
VAZAR649,2.9279989E+05,9.1052624E+06,0.0000000E+00,1.0000000E+00,-5.5829770E+00,1,4.2785400E-01,-5.4761109E+01
VAZAR709,2.9142656E+05,9.1055522E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.9998530E+00,-4.1150084E+01
VAZAR710,2.9152269E+05,9.1055246E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.1928720E+00,-4.3104157E+01
VAZAR711,2.9161881E+05,9.1054971E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,5.9372340E+00,-4.4425085E+01
VAZAR712,2.9171494E+05,9.1054695E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.1974920E+00,-4.3745696E+01
VAZAR713,2.9181106E+05,9.1054419E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.2073060E+00,-4.1630405E+01
VAZAR714,2.9190719E+05,9.1054144E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.3644050E+00,-3.8474735E+01
VAZAR715,2.9200332E+05,9.1053868E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.5583970E+00,-3.5186731E+01
VAZAR716,2.9209944E+05,9.1053593E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.8103330E+00,-3.0698494E+01
VAZAR717,2.9219557E+05,9.1053317E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.5229870E+00,-2.9763480E+01
VAZAR718,2.9229170E+05,9.1053041E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.2857780E+00,-3.1656056E+01
VAZAR719,2.9238782E+05,9.1052766E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,5.9740650E+00,-3.5239417E+01
VAZAR720,2.9248395E+05,9.1052490E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,4.6004750E+00,-4.0154829E+01
VAZAR721,2.9258007E+05,9.1052214E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,3.2018480E+00,-4.4480973E+01
VAZAR722,2.9267620E+05,9.1051939E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,1.6059120E+00,-5.1319988E+01
VAZAR723,2.9277233E+05,9.1051663E+06,0.0000000E+00,1.0000000E+00,-3.6789080E+00,1,4.5491200E-01,-5.8084871E+01
VAZAR783,2.9139900E+05,9.1054561E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,5.0193420E+00,-3.9005060E+01
VAZAR784,2.9149512E+05,9.1054285E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,5.1079450E+00,-4.1450900E+01
VAZAR785,2.9159125E+05,9.1054009E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,5.7521050E+00,-4.2656213E+01
VAZAR786,2.9168737E+05,9.1053734E+06,0.0000000E+00,1.0000000E+00,-6.6028940E+00,1,6.3462460E+00,-4.2225794E+01
VAZAR787,2.9178350E+05,9.1053458E+06,0.0000000E+00,1.0000000E+00,-6.1404130E+00,1,6.6053500E+00,-4.1631580E+01
VAZAR788,2.9187963E+05,9.1053183E+06,0.0000000E+00,1.0000000E+00,-5.9237750E+00,1,6.8499310E+00,-3.8730238E+01
VAZAR789,2.9197575E+05,9.1052907E+06,0.0000000E+00,1.0000000E+00,-4.8952890E+00,1,6.8799080E+00,-3.6062858E+01
VAZAR790,2.9207188E+05,9.1052631E+06,0.0000000E+00,1.0000000E+00,-7.2759240E+00,1,6.8673130E+00,-3.2533588E+01
VAZAR791,2.9216801E+05,9.1052356E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.3919250E+00,-2.9485705E+01
VAZAR792,2.9226413E+05,9.1052080E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.7470630E+00,-2.8550510E+01
VAZAR793,2.9236026E+05,9.1051804E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.5979260E+00,-3.1072407E+01
VAZAR794,2.9245638E+05,9.1051529E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.0715540E+00,-3.6858717E+01
VAZAR795,2.9255251E+05,9.1051253E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,3.1794040E+00,-4.7732115E+01
VAZAR796,2.9264864E+05,9.1050977E+06,0.0000000E+00,1.0000000E+00,-6.6557370E+00,1,5.1227700E-01,-5.7266700E+01
VAZAR858,2.9146756E+05,9.1053324E+06,0.0000000E+00,1.0000000E+00,-4.0824110E+00,1,5.4321120E+00,-3.9224686E+01
VAZAR859,2.9156368E+05,9.1053048E+06,0.0000000E+00,1.0000000E+00,-1.4895960E+00,1,6.2604480E+00,-4.1485713E+01
VAZAR860,2.9165981E+05,9.1052773E+06,0.0000000E+00,1.0000000E+00,-1.9737400E-01,1,6.6077730E+00,-4.1613474E+01
VAZAR862,2.9185206E+05,9.1052221E+06,0.0000000E+00,1.0000000E+00,-4.2424600E-01,1,6.8662600E+00,-3.8691708E+01
VAZAR863,2.9194819E+05,9.1051946E+06,0.0000000E+00,1.0000000E+00,-4.4057520E+00,1,6.5875900E+00,-3.6245558E+01
VAZAR864,2.9204432E+05,9.1051670E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.0812390E+00,-3.3039000E+01
VAZAR865,2.9214044E+05,9.1051394E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.5550110E+00,-3.1359793E+01
VAZAR866,2.9223657E+05,9.1051119E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.8911250E+00,-2.9909715E+01
VAZAR867,2.9233269E+05,9.1050843E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,8.1107220E+00,-3.3177196E+01
VAZAR868,2.9242882E+05,9.1050567E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,5.0288800E+00,-4.3511052E+01
VAZAR869,2.9252495E+05,9.1050292E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,2.5493980E+00,-5.3136284E+01
VAZAR870,2.9262107E+05,9.1050016E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,2.3393200E-01,-6.2826968E+01
VAZAR871,2.9271720E+05,9.1049741E+06,0.0000000E+00,1.0000000E+00,-1.1257320E+00,1,-1.1298640E+00,-6.8472197E+01
VAZAR931,2.9134387E+05,9.1052638E+06,0.0000000E+00,1.0000000E+00,-2.1871000E-02,1,3.3298650E+00,-3.0049834E+01
VAZAR935,2.9172837E+05,9.1051536E+06,0.0000000E+00,1.0000000E+00,-4.8665680E+00,1,5.6443350E+00,-4.0058369E+01
VAZAR936,2.9182450E+05,9.1051260E+06,0.0000000E+00,1.0000000E+00,-7.0237830E+00,1,5.7398470E+00,-3.7875028E+01
VAZAR937,2.9192063E+05,9.1050984E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.2740240E+00,-3.5348560E+01
VAZAR938,2.9201675E+05,9.1050709E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.5800930E+00,-3.3011519E+01
VAZAR939,2.9211288E+05,9.1050433E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.2092870E+00,-3.4386988E+01
VAZAR940,2.9220900E+05,9.1050157E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,7.8788750E+00,-3.7386305E+01
VAZAR941,2.9230513E+05,9.1049882E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,8.3503980E+00,-4.1363678E+01
VAZAR942,2.9240126E+05,9.1049606E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,6.7443110E+00,-5.3273547E+01
VAZAR943,2.9249738E+05,9.1049331E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,3.2898270E+00,-6.6209019E+01
VAZAR944,2.9259351E+05,9.1049055E+06,0.0000000E+00,1.0000000E+00,-7.2797590E+00,1,1.3333730E+00,-7.2426967E+01
VAZAR945,2.9268963E+05,9.1048779E+06,0.0000000E+00,1.0000000E+00,-3.2131690E+00,1,-1.0515340E+00,-7.4251284E+01
